"kommune";"year";"bef_tot";"prop_unge_menn";"prop_kvinner_16_18";"prop_menn_16_18";"prop_menn_19_34";"prop_kvinner_19_34";"prop_shj_mottakere";"prop_shj_mottakere_6mnd";"gj_innt_17_34";"gj_innt_35_66";"gj_innt_alle";"lovb_ialt";"Orden";"Rusmiddellovbrudd";"Trafikkovertredelse";"Vold";"lovb_annet"
"0919";2015;5532;0.129609544468547;0.0180766449746927;0.0211496746203905;0.108459869848156;0.100144613159798;0.0345263919016631;0.00704989154013015;270200;472500;387700;56.4;8;12.3;11.4;6.3;9.4
"0926";2015;10340;0.117408123791103;0.0180851063829787;0.0205996131528046;0.0968085106382979;0.0906189555125725;0.0235976789168279;0.00638297872340425;257400;560000;438000;67.8;7.2;9.6;9.5;7.8;12.6
"0928";2015;5035;0.127308838133069;0.0214498510427011;0.0208540218470705;0.106454816285998;0.103277060575968;0.0105263157894737;0.000794438927507448;268800;469700;375400;41.3;4.8;3.8;5.8;7.3;5.4
"0929";2015;1832;0.115720524017467;0.0201965065502183;0.0278384279475983;0.087882096069869;0.0791484716157205;0.0229257641921397;0.00218340611353712;253600;486200;386500;45.9;6;6;12;3.8;8.7
"0937";2015;3567;0.11802635267732;0.0221474628539389;0.0201850294365013;0.0978413232408186;0.0916736753574432;0.0442949257078778;0.016260162601626;249100;461100;374600;70.1;6.7;9.5;12.1;8.7;11.5
"1001";2015;87446;0.139949225807927;0.0198751229330101;0.0201724492829861;0.119776776524941;0.112881092331267;0.0270452622189694;0.00915993870502939;257100;555000;427200;93.9;11.4;16.7;10.9;8.2;11.3
"1002";2015;15437;0.115696054932953;0.019757724946557;0.0218954460063484;0.0938006089266049;0.0959383299863963;0.021571548876077;0.00544147178855995;258000;515300;406100;89.3;10.4;16.3;11.3;9.6;15.2
"1003";2015;9596;0.118695289704043;0.0240725302209254;0.023759899958316;0.0949353897457274;0.0838891204668612;0.0179241350562734;0.00323051271363068;272900;515600;408600;49.9;7.7;6.1;7.3;5.7;10.6
"1004";2015;9069;0.120410188554416;0.0195170360568971;0.0216120851251516;0.0987981034292645;0.0831403682875731;0.0153269379203881;0.00176425184695115;282900;522200;416100;61.2;7.6;14.9;8.8;7.9;10.8
"1014";2015;14095;0.135296204327776;0.0217807733238737;0.022632139056403;0.112664065271373;0.106988293721178;0.0291592763391273;0.00915218162468961;272200;472500;378900;66.4;5.7;16.1;9.9;5.8;8.2
"1017";2015;6354;0.138180673591438;0.018413597733711;0.0240793201133144;0.114101353478124;0.105288007554297;0.0225055083412024;0.0028328611898017;262100;474800;380900;81.2;6.1;17.2;16.8;7.4;12.1
"1018";2015;11217;0.124810555406972;0.0230899527502897;0.024516359097798;0.100294196309174;0.09708478202728;0.027547472586253;0.0118570027636623;263300;540400;424900;67.2;4.5;8.9;9.2;4.5;10.5
"1021";2015;2294;0.126416739319965;0.0248474280732345;0.021795989537925;0.10462074978204;0.0945945945945946;0.022667829119442;0.004359197907585;278900;467900;382700;27;3.1;3.1;4.4;3.5;4.4
"1029";2015;4880;0.117418032786885;0.0211065573770492;0.0213114754098361;0.0961065573770492;0.0920081967213115;0.0258196721311475;0.00594262295081967;285100;490600;396300;57.2;5.9;7.2;18.2;5.9;8.8
"1032";2015;8335;0.128614277144571;0.0221955608878224;0.0243551289742052;0.104259148170366;0.095620875824835;0.0333533293341332;0.00755848830233953;270200;492200;391500;64.2;7.2;11.6;15.2;5.6;8.2
"1037";2015;5948;0.126765299260256;0.0164761264290518;0.0206792199058507;0.106086079354405;0.0929724277067922;0.0216879623402824;0.00437121721587088;276200;487400;388000;41.9;6.2;6.2;8.9;6.6;6.1
"1101";2015;14916;0.129592384017163;0.0221238938053097;0.0208500938589434;0.108742290158219;0.0962054170018772;0.0229954411370341;0.00770984178063824;296800;565800;445800;53;6.7;9.1;12.8;6.2;9.6
"1102";2015;73624;0.144110616103445;0.0191649462131914;0.0209306747799631;0.123179941323481;0.117122134086711;0.0240274910355319;0.0105536238183201;316400;640900;498300;74.7;7.4;14.3;10.1;5.6;9.9
"1103";2015;132102;0.146190065252608;0.0182207687998668;0.0192654161178483;0.12692464913476;0.11973323643851;0.0257074079120679;0.0109385172064011;324200;738200;552700;79.5;7.9;13.7;5.6;6.9;9.9
"1106";2015;36538;0.13596803328042;0.018364442498221;0.0189391866002518;0.117028846680169;0.107312934479172;0.0327877825825168;0.0120148886091193;279000;549200;431900;112;19;23;9.3;10.2;14.9
"1111";2015;3309;0.118766999093382;0.0187367784829254;0.023269870051375;0.0954971290420066;0.0906618313689937;0.0205500151103052;0.00332426715019643;300500;540200;425000;33.8;4.8;6;3.6;6.3;8.5
"1112";2015;3247;0.120418848167539;0.0230982445334155;0.0230982445334155;0.0973206036341238;0.100708346165691;0.0227902679396366;0.0033877425315676;264200;486900;387600;37;5.5;7.1;9.5;4.3;5.9
"1119";2015;18528;0.145347582037997;0.0226144214162349;0.0225604490500864;0.12278713298791;0.111938687392055;0.0189443005181347;0.00761010362694301;316200;556800;442100;40.9;4.4;6.4;5.9;3.8;6.7
"1120";2015;18741;0.14065418067339;0.0226241929459474;0.0241716023691372;0.116482578304253;0.109866069046476;0.0176084520569874;0.00624299663838643;315200;599700;474700;51.5;4.2;9.6;11.1;4.6;8
"1121";2015;18306;0.140828143777996;0.0183000109253797;0.019774937179067;0.121053206598929;0.114170217415055;0.0248552387195455;0.0114716486397902;334600;621100;488000;76.1;9.6;12.3;10.4;7.3;11.5
"1122";2015;11600;0.151120689655172;0.021551724137931;0.0225862068965517;0.128534482758621;0.116206896551724;0.0277586206896552;0.0107758620689655;316700;570500;454800;51.5;3.8;8;8.7;4.1;7.1
"1124";2015;25708;0.141473471292983;0.0193325035008558;0.0208495409989108;0.120623930294072;0.113933405943675;0.0202660650381204;0.0087132410144702;332300;761700;571700;51;4.6;10.1;6.1;4.1;11.1
"1127";2015;10556;0.135941644562334;0.0202728306176582;0.0277567260325881;0.108184918529746;0.0986169003410383;0.029651383099659;0.0127889352027283;284500;702300;526300;34;2.9;7.6;4.7;3.1;5.7
"1130";2015;12395;0.133037515127067;0.0213795885437676;0.0205728116175877;0.11246470350948;0.103751512706737;0.0235578862444534;0.00887454618797902;295400;581700;447800;39;3.9;8.1;4.6;5.7;6.5
"1134";2015;3892;0.107913669064748;0.0208119218910586;0.0220966084275437;0.0858170606372045;0.0873586844809866;0.0310894141829394;0.00873586844809866;278100;507500;409900;19.8;3.1;2.3;3.6;2.6;4.9
"1135";2015;4756;0.118376787216148;0.022497897392767;0.0189234650967199;0.0994533221194281;0.0891505466778806;0.0313288477712363;0.0088309503784693;284800;528200;411100;50.3;7.8;10.9;7.8;8.6;8.4
"1142";2015;4794;0.131205673758865;0.0204422194409679;0.0200250312891114;0.111180642469754;0.102628285356696;0.0233625365039633;0.00646641635377555;335000;673600;521600;39.8;2.3;2.7;14.6;4.4;4.8
"1146";2015;10857;0.125541125541126;0.0226581928709588;0.0251450676982592;0.100396057842866;0.0990144607165884;0.0228424058211292;0.00718430505664548;293400;545400;429800;41;3.8;5;9.1;3.5;9.1
"1149";2015;42062;0.125053492463506;0.0211830155484761;0.0212543388331511;0.103799153630355;0.099995245114355;0.0183300841614759;0.00556321620465028;285000;534300;424800;54.8;6.7;11.4;9.9;5.9;8.9
"1160";2015;8765;0.133371363377068;0.0185966913861951;0.0227039361095265;0.110667427267541;0.0952652595550485;0.0164289788933257;0.00342270393610953;307800;568000;440000;46.1;10.5;9.8;11.6;4.2;4.9
"1201";2015;275112;0.151189333798598;0.0169858094158016;0.0180471953240862;0.133142138474512;0.124618337259007;0.025037075809125;0.0111118380877606;286700;602100;462600;82.6;9;11.7;8.8;8.1;10.4
"1211";2015;4103;0.121130879844017;0.0187667560321716;0.0192542042407994;0.101876675603217;0.0901779185961492;0.0216914452839386;0.00682427492078967;298300;519600;415100;41.9;4.4;6.6;10;5.4;8.5
"1216";2015;5509;0.124886549282991;0.0197858050462879;0.0203303684879288;0.104556180795063;0.0942094754038846;0.0174260301325104;0.00580867671083681;304000;529300;426100;47.9;4.7;7.1;17.8;3.6;7.6
"1219";2015;11761;0.128475469772978;0.0212566958591956;0.0249128475469773;0.103562622226001;0.094634809965139;0.0158149817192416;0.00433636595527591;296100;627700;471700;26.9;3.3;3.4;4.5;4.3;6.6
"1221";2015;18685;0.134064757827134;0.0216751404870217;0.0229060743912229;0.111158683435911;0.102381589510302;0.0222638480064223;0.00572651859780573;274000;563000;435100;47.6;7.5;10.2;8.1;5.4;7.2
"1222";2015;3093;0.120271580989331;0.0226317491108956;0.0219851277077271;0.0982864532816036;0.0850307145166505;0.0219851277077271;0.0103459424506951;287500;545000;437800;28.8;3.6;5.2;5.8;2.3;5.8
"1223";2015;2782;0.121854780733285;0.0176132278936017;0.0219266714593817;0.0999281092739037;0.0805176132278936;0.0204888569374551;0.00647016534867002;290700;538300;415600;46.7;9;7.2;6.5;6.5;8.3
"1224";2015;13234;0.114175608281699;0.0216110019646365;0.0228200090675533;0.0913555992141454;0.0822880459422699;0.0222155055160949;0.00816079794468792;267900;510900;404400;28.9;2.6;6.9;4.3;4.3;5.6
"1228";2015;6952;0.111910241657077;0.0197065592635213;0.0185558112773303;0.0933544303797468;0.0881760644418872;0.030638665132336;0.00676064441887227;276500;507700;404200;83.1;7.3;14.8;29.9;7.8;8.3
"1231";2015;3411;0.104954558780416;0.0184696569920844;0.0231603635297567;0.0817941952506596;0.0800351802990325;0.0155379654060393;0.00469070653767224;259700;483400;381400;29.6;2.3;2.3;5.9;3.8;9.1
"1235";2015;14347;0.120094793336586;0.0204223879556702;0.0183313584721545;0.101763434864432;0.09179619432634;0.0227225203875375;0.00871262284798216;266100;512800;403400;45.2;3.3;7.6;8.9;4.7;7.2
"1238";2015;8539;0.118749268064176;0.0190888862864504;0.0199086544091814;0.0988406136549947;0.0859585431549362;0.0236561658273803;0.0113596439864153;272200;518700;404900;23.2;2.7;2.2;4.9;3;5.6
"1241";2015;3838;0.107608129233976;0.0205836373110995;0.017196456487754;0.090411672746222;0.0742574257425743;0.0101615424700365;0.00390828556539865;298400;554000;436100;22.1;2.6;2.3;3.1;3.1;6
"1243";2015;19097;0.131486620935225;0.0198460491176625;0.0203696915745929;0.111116929360633;0.101324815416034;0.0193224066607321;0.00665025920301618;296800;591200;464000;49.8;6.3;8.8;8.8;5.6;8.6
"1244";2015;5012;0.131883479648843;0.0177573822825219;0.0189545091779729;0.11292897047087;0.104349561053472;0.0103750997605746;0.00139664804469274;370600;684900;532500;23.9;2.8;4.8;4.8;2;6.4
"1245";2015;6752;0.132997630331754;0.0186611374407583;0.0201421800947867;0.112855450236967;0.0993779620853081;0.0223637440758294;0.00488744075829384;296900;530300;427100;28.6;2.4;4.7;4;4.3;5.8
"1246";2015;24427;0.133008556105948;0.0231710811806607;0.0252998730912515;0.107708683014697;0.102263888320301;0.0244401686658206;0.00724608015720309;286100;592000;463200;43.2;3.6;7.3;7.8;4.6;6.9
"1247";2015;27858;0.122083423074162;0.0195635006102376;0.0212865245171943;0.100796898556967;0.101227654533707;0.0147892885347118;0.00416397444181205;297300;543800;436700;36;3.3;6.7;5.1;4.3;7
"1251";2015;4096;0.115234375;0.019287109375;0.021240234375;0.093994140625;0.095458984375;0.0234375;0.006103515625;263600;480600;375000;55.7;2.7;2.7;33.4;2.7;7.1
"1253";2015;7842;0.125095638867636;0.0229533282325937;0.0224432542718694;0.102652384595766;0.0966590155572558;0.0193828105075236;0.00497322111706197;278100;508200;401300;18.2;1.5;0.9;2.9;3.2;6.4
"1256";2015;7736;0.121251292657704;0.0219751809720786;0.0202947259565667;0.100956566701138;0.105480868665977;0.0226215098241986;0.00594622543950362;297000;539100;433800;33.5;3.2;5.7;7.2;5.2;6.2
"1259";2015;4733;0.134164377773083;0.0169025987745616;0.021339530952884;0.112824846820199;0.0946545531375449;0.0456370166913163;0.0204944010141559;300200;537000;435000;30.2;4.4;2.3;5.3;4.6;8.5
"1260";2015;5014;0.121858795372956;0.0195452732349422;0.0213402473075389;0.100518548065417;0.087554846429996;0.0351017151974471;0.00877542879936179;279200;497100;402900;30.1;2.6;5.2;4.2;4;8.2
"1263";2015;15402;0.120828463835865;0.0188936501753019;0.0216205687573042;0.0992078950785612;0.0944033242436047;0.0235683677444488;0.0062978833917673;300100;544600;437700;45.6;4.5;9.4;10.8;6.2;6
"1264";2015;2856;0.11484593837535;0.0224089635854342;0.0224089635854342;0.092436974789916;0.0850840336134454;0.0255602240896359;0.007703081232493;306100;580600;465900;33.6;2.1;5.6;8.1;3.5;8.8
"1401";2015;11862;0.133114146012477;0.0228460630585062;0.0239419996627887;0.109172146349688;0.0949249704940145;0.0267239925813522;0.00665992244140954;256100;580900;439700;57;9.5;13.4;9.9;7.9;8.7
"1416";2015;4169;0.113216598704725;0.0194291196929719;0.0249460302230751;0.0882705684816503;0.0793955384984409;0.0299832094027345;0.00911489565843128;234000;489300;388000;40.1;5;10.1;7.4;3.4;7.2
"1417";2015;2678;0.104929051530993;0.0190440627333831;0.020537714712472;0.0843913368185213;0.0843913368185213;0.0164301717699776;0.00560119492158327;272100;532200;406500;31;5.2;8.2;5.6;4.9;3.7
"1420";2015;7677;0.147192913898658;0.0184968086492119;0.0200599192392862;0.127132994659372;0.121531848378273;0.0213625113976814;0.00664322000781555;263300;523600;401900;44.4;6.9;9.4;8.9;4.3;7.2
"1422";2015;2146;0.118359739049394;0.0223671947809879;0.0251630941286114;0.0931966449207828;0.0731593662628145;0.0302889095992544;0.0149114631873253;243900;504800;398900;234.4;5.6;2.3;209.7;3.3;6.1
"1424";2015;5429;0.118990606004789;0.0163934426229508;0.0233928900349972;0.0955977159697919;0.0850985448517222;0.0151040707312581;0.00442070362866089;279600;522900;414000;23.8;2.2;7.9;2.8;3.5;4.1
"1426";2015;5118;0.11137162954279;0.0216881594372802;0.0193434935521688;0.0920281359906213;0.0935912465806956;0.0128956623681125;0.00273544353262993;265100;482400;383600;20.7;2.5;4.1;3.3;2.9;4.7
"1429";2015;2823;0.125044279135671;0.0379029401346086;0.0350690754516472;0.0899752036840241;0.0871413390010627;0.0198370527807297;0.00354233085370174;190300;531200;377800;20.9;2.1;6;2.5;2.8;4.3
"1431";2015;3026;0.121943159286186;0.020158625247852;0.0214805023132849;0.100462656972902;0.0842696629213483;0.0234633179114342;0.00528750826173166;253400;517700;398600;36.7;4;10.2;14.9;3;3
"1432";2015;12801;0.137723615342551;0.0204671510038278;0.0214826966643231;0.116240918678228;0.109522693539567;0.0284352784938677;0.00953050542926334;280900;587800;454300;53.4;5.5;10.5;10.2;6.7;7.3
"1433";2015;2777;0.119913575801224;0.0176449405833633;0.0234065538350738;0.0965070219661505;0.0893050054015124;0.0244868563197695;0.00504141159524667;267700;535700;415700;22.7;2.9;2.5;7.9;3.2;2.9
"1438";2015;3890;0.109254498714653;0.0190231362467866;0.0233933161953728;0.0858611825192802;0.0745501285347044;0.0236503856041131;0.00539845758354756;243100;506900;383800;20.3;3.1;2.3;4.4;2.1;6.7
"1439";2015;6082;0.120519565932259;0.0187438342650444;0.0210457086484709;0.0994738572837882;0.0831963170009865;0.0151266030910885;0.00328839197632358;263500;541100;415300;31.9;4.8;5.8;4.1;3.9;7.7
"1443";2015;5987;0.117087021880742;0.024386170035076;0.0215466844830466;0.095540337397695;0.0876899949891431;0.020377484549858;0.00534491398029063;250200;504700;396100;48.1;4.7;11.5;15.4;5.2;6.8
"1445";2015;5751;0.106242392627369;0.0219092331768388;0.0212137019648757;0.0850286906624935;0.0864197530864197;0.0180838115110416;0.00608589810467745;236900;518800;400800;23.8;2.6;5;7;2.3;2.6
"1449";2015;7155;0.128301886792453;0.0220824598183089;0.0208245981830887;0.107477288609364;0.0839972047519217;0.0152341020265549;0.00335429769392034;275800;539700;417900;42.9;2.5;9.2;19.6;1.8;4.2
"1502";2015;26392;0.131896029099727;0.0197408305547136;0.0203849651409518;0.111511063958775;0.102909972719006;0.0211048802667475;0.00663079721127614;275200;565500;441000;56.9;8.8;13.2;9.2;5.5;6.8
"1504";2015;46316;0.138159599274549;0.0184817341739356;0.0188919595820019;0.119267639692547;0.107219967181967;0.0214612660851542;0.00654201571811037;278400;570500;442600;67.5;10.5;13.4;8.9;8.1;9.7
"1505";2015;24507;0.130574937772881;0.0175868119312849;0.0193822173256621;0.111192720447219;0.0974823519810666;0.0261149875545762;0.00603909087199576;279500;533400;422200;63.5;9.1;13.2;7.1;7.5;9.7
"1511";2015;3258;0.104358502148557;0.019950890116636;0.0257826887661142;0.0785758133824432;0.0687538367096378;0.0138121546961326;0.00368324125230203;244600;503700;392700;26.7;3.4;6.4;4.9;3.7;5.5
"1514";2015;2635;0.117267552182163;0.018595825426945;0.0193548387096774;0.0979127134724858;0.0777988614800759;0.00834914611005693;0.00189753320683112;270000;522300;410500;23.5;2.3;3.8;4.9;2.3;8
"1515";2015;8934;0.117752406536826;0.0204835460040295;0.0220505932393105;0.0957018132975151;0.0913364674278039;0.0158943362435639;0.00436534586971122;296700;588300;456900;25;2.1;3.4;5.8;3.5;5.7
"1516";2015;8292;0.131934394597202;0.0203810902074288;0.0220694645441389;0.109864930053063;0.0886396526772793;0.0248432223830198;0.00856246985045827;267200;582700;449200;41.4;5.8;6.2;7.5;4.8;7.2
"1517";2015;5065;0.132280355380059;0.020533070088845;0.0197433366238894;0.11253701875617;0.100493583415597;0.0211253701875617;0.00493583415597236;276600;531700;412000;50.1;5.5;6.9;13;8.7;9.5
"1519";2015;8977;0.143811963907764;0.0186030968029408;0.0248412610003342;0.11897070290743;0.104823437674056;0.0184917010137017;0.004678623148045;221100;513000;381900;36.9;4.5;7.7;5.3;6.2;6.8
"1520";2015;10589;0.125885352724525;0.0178487109264331;0.0210595901407121;0.104825762583813;0.0914156199830012;0.0153933327037492;0.00349419208612711;288200;513100;407800;39.9;5;4.9;13.3;3.4;7
"1523";2015;2294;0.106364428945074;0.0178727114210985;0.0170008718395815;0.0893635571054926;0.0937227550130776;0.0248474280732345;0.00479511769834351;259000;496900;399500;55.8;6.1;9.2;20.1;6.1;6.5
"1525";2015;4605;0.126601520086862;0.0180238870792617;0.0225841476655809;0.104017372421281;0.0944625407166124;0.00673181324647123;0.001085776330076;260000;524900;397200;28.9;3.5;5.6;5;2.8;6.1
"1528";2015;7707;0.115219929933826;0.0212793564292202;0.0192033216556377;0.0960166082781887;0.0858959387569742;0.0138834825483327;0.00311405216037369;245500;501200;401400;28.4;4.2;6.4;5.7;4.4;4.8
"1529";2015;4465;0.125195968645017;0.0192609182530795;0.0208286674132139;0.104367301231803;0.107726763717805;0.019036954087346;0.00358342665173572;284800;544200;427100;47.9;3.4;9.4;17;3.1;8.5
"1531";2015;8855;0.128176171654433;0.0164878599661208;0.0228119706380576;0.105364201016375;0.0985883681535855;0.00666290231507623;0.000677583286278938;291400;519500;415300;27.2;2.3;4.5;3.6;3.7;5.6
"1532";2015;7924;0.129353861686017;0.0172892478546189;0.0251135790005048;0.104240282685512;0.101085310449268;0.0124936900555275;0.00176678445229682;311500;564500;447700;35;3.2;9;5.2;2.7;6.2
"1534";2015;9120;0.117324561403509;0.0218201754385965;0.0203947368421053;0.0969298245614035;0.0857456140350877;0.0120614035087719;0.0018640350877193;277600;527900;413500;21.1;2.3;2.7;3.2;3;4.6
"1535";2015;6708;0.126416219439475;0.0226595110316041;0.0214669051878354;0.10494931425164;0.0860166964818128;0.0184853905784138;0.00626118067978533;245200;489100;385500;34.9;3.4;3.9;10.4;5.4;6
"1539";2015;7445;0.110946944257891;0.0201477501678979;0.0198791134989926;0.0910678307588986;0.0836803223640027;0.0200134318334453;0.00577568838146407;274100;506500;399500;43.5;3.6;4;18.5;3.6;7
"1543";2015;2975;0.118991596638655;0.0191596638655462;0.0184873949579832;0.100504201680672;0.0830252100840336;0.0178151260504202;0.0026890756302521;288800;491000;392000;23.2;4.7;2.4;5.4;3;5
"1548";2015;9787;0.127822621845305;0.0217635639113109;0.0180852150812302;0.109737406764075;0.0954327168693164;0.0218657402677021;0.00796975579850823;302500;518900;416200;31.1;3.6;5.1;8.1;3.9;5.7
"1551";2015;3463;0.11868322263933;0.0228125902396766;0.0187698527288478;0.0999133699104822;0.0863413225527;0.0155934161131967;0.00490903840600635;279500;521800;416000;28.3;3.5;5.2;6.6;3.8;6.1
"1554";2015;5794;0.113910942354159;0.0181221953745254;0.020020711080428;0.0938902312737314;0.0838798757335174;0.0227821884708319;0.00327925440110459;305600;542100;431500;34.3;4.5;7.1;7.4;3.3;6.7
"1563";2015;7155;0.126345213137666;0.0192872117400419;0.0271139063591894;0.0992313067784766;0.0781271837875611;0.0191474493361286;0.00642907058001398;235700;517300;398900;41.1;5.9;6.6;6.1;5.6;7.1
"1566";2015;5976;0.118473895582329;0.0209170013386881;0.0224230254350736;0.0960508701472557;0.0828313253012048;0.0113788487282463;0.00150602409638554;252200;470300;373100;24.3;2.7;2.3;6.2;3.8;4.7
"1576";2015;3549;0.106227106227106;0.0216962524654832;0.0205691744153283;0.085657931811778;0.0712876866723021;0.0188785573400958;0.00535362073823612;261900;505700;400900;28.5;5.1;3.7;5.6;2;4.2
"1601";2015;184960;0.160407655709343;0.0166035899653979;0.0173172577854671;0.143090397923875;0.128541306228374;0.0256812283737024;0.00813689446366782;269500;581900;439900;72.2;7.6;11;7.5;6.5;11.3
"1612";2015;4254;0.120592383638928;0.0218617771509168;0.0251527973671838;0.0954395862717442;0.0881523272214386;0.0225669957686883;0.00705218617771509;256300;487800;376300;34.8;3.1;6.1;11.5;3.8;5.2
"1617";2015;4569;0.128912234624644;0.0214488947253228;0.0199168308163712;0.108995403808273;0.0921427008098052;0.0249507550886408;0.00284526154519589;282900;483100;391100;56.5;5.5;6.8;27.8;4.8;7.2
"1620";2015;4634;0.131204143288735;0.0237375917134225;0.0185584807941303;0.112645662494605;0.0992662926197669;0.0211480362537764;0.00323694432455762;442700;581700;482000;41.6;4.1;7.6;12.1;5.2;9.3
"1621";2015;5183;0.129847578622419;0.0214161682423307;0.0208373528844299;0.10901022573799;0.0926104572641327;0.0241173065792012;0.00366583060003859;272800;485600;392200;43.8;4.4;6.2;6.9;7.5;7.7
"1624";2015;6676;0.115038945476333;0.0208208508088676;0.0199221090473337;0.0951168364289994;0.0811863391252247;0.0238166566806471;0.00748951467944877;251800;464500;370000;39.8;3.6;7.5;10.8;3.9;7.8
"1627";2015;4715;0.103711558854719;0.0197242841993637;0.0209968186638388;0.0827147401908802;0.0869565217391304;0.0201484623541888;0.00360551431601273;268400;468800;376600;36.7;3.8;5.3;11;3.4;7.6
"1630";2015;3248;0.114532019704433;0.0193965517241379;0.0270935960591133;0.0874384236453202;0.0665024630541872;0.0166256157635468;0.00184729064039409;252400;484500;379100;34.2;1.8;2.8;15.4;3.1;7.4
"1634";2015;6852;0.116608289550496;0.019994162288383;0.0227670753064799;0.0938412142440163;0.0863981319322825;0.0220373613543491;0.00700525394045534;248200;477500;380500;52.5;4.8;8.6;15.5;4.4;7
"1635";2015;2567;0.105960264900662;0.0171406310868718;0.0214257888585898;0.0845344760420725;0.0705103233346319;0.012465913517725;0.00233735878457343;243500;441900;360100;76;4.3;9;44;2.3;9
"1636";2015;3967;0.110915049155533;0.020418452230905;0.018905974287875;0.0920090748676582;0.0844466851525082;0.0239475674313083;0.00277287622888833;270500;484300;388100;23.4;2.5;2.3;5.8;3.8;5
"1638";2015;11722;0.116703634192117;0.0174884831939942;0.019024057328101;0.0976795768640164;0.0944378092475687;0.0284081214809759;0.0117727350281522;296200;491200;402300;51;6.1;7;16.6;6.1;7
"1640";2015;5593;0.110495261934561;0.0216341855891293;0.0198462363668872;0.0906490255676739;0.0845699982120508;0.0289647774003218;0.0112640801001252;245100;478600;383300;36.8;4.3;4.1;6.3;3.8;10.2
"1648";2015;6336;0.128156565656566;0.0184659090909091;0.0235164141414141;0.104640151515152;0.104482323232323;0.0211489898989899;0.00441919191919192;288800;478900;385000;33.9;3;4.7;12.5;3.2;5.8
"1653";2015;15916;0.122706710228701;0.0192887660216135;0.0228700678562453;0.0998366423724554;0.097637597386278;0.0221161095752702;0.00534053782357376;275700;504200;405200;41.6;2.9;7.4;10.4;4.7;6.7
"1657";2015;7668;0.116718831507564;0.019170579029734;0.0187793427230047;0.0979394887845592;0.10093896713615;0.0139540949400104;0.00456442357850809;315500;495600;413100;42.5;3;3.8;23.6;3;5.7
"1662";2015;5995;0.126772310258549;0.0236864053377815;0.0268557130942452;0.0999165971643036;0.0977481234361968;0.0250208507089241;0.00633861551292744;262900;523900;420200;26.9;2.7;5.2;4.3;4.5;4.3
"1663";2015;13498;0.116091272781153;0.022299599940732;0.0239294710327456;0.0921618017484072;0.0910505260038524;0.0224477700400059;0.00533412357386279;254400;567900;445900;37.6;3.3;6.4;8.1;4.4;7.5
"1664";2015;4078;0.115497793035802;0.0179009318293281;0.0193722412947523;0.0961255517410495;0.0801863658656204;0.0176557135850907;0.00245218244237371;287100;473900;385300;30.4;3.4;3.7;10.1;2;5.6
"1702";2015;21650;0.121431870669746;0.0190762124711316;0.0215704387990762;0.0998614318706697;0.0914087759815242;0.0263279445727483;0.00729792147806005;235000;491300;383100;53.5;7;7.4;10.9;4.7;7.5
"1703";2015;13026;0.125134346691233;0.0205742361430984;0.0228005527406725;0.10233379395056;0.0979579302932596;0.0215722401351144;0.00698602794411178;238400;508300;392800;43.8;5.3;6.7;6.2;7.4;8.1
"1711";2015;2558;0.111024237685692;0.0183737294761532;0.0211102423768569;0.089913995308835;0.0910867865519937;0.0258014073494918;0.00586395621579359;200200;427100;333100;37.9;4.7;4.3;5.9;3.5;10.9
"1714";2015;22957;0.119179335279;0.0216491701877423;0.0228688417476151;0.0963104935313848;0.0940889489044736;0.0198196628479331;0.00474800714379056;253400;517600;405400;54.4;5.2;9.1;9.9;5.1;10.8
"1717";2015;2624;0.116996951219512;0.0213414634146341;0.0186737804878049;0.0983231707317073;0.0884146341463415;0.0297256097560976;0.00457317073170732;222600;452300;349200;36.2;3.4;6.1;5;1.9;11.1
"1719";2015;19474;0.123960151997535;0.0211564136797782;0.0201294033069734;0.103830748690562;0.102906439355037;0.0225942282017048;0.0103214542466879;245300;514300;398500;46.5;5.5;6;8.4;5.4;6.4
"1721";2015;14809;0.124586400162064;0.0205280572624755;0.0239719089742724;0.100614491187791;0.0944695793098791;0.0286312377608211;0.0120872442433655;244000;462000;371700;58.4;8.4;7.8;10;6.6;11.1
"1742";2015;2489;0.135797509039775;0.0192848533547609;0.0229007633587786;0.112896745680996;0.0851747689835275;0.0445962233828847;0.00562474889513861;196200;468300;348100;54.6;5.6;10;14.9;4.8;10
"1744";2015;3751;0.12396694214876;0.017861903492402;0.021860837110104;0.102106105038656;0.0975739802719275;0.025326579578779;0.00533191149026926;271300;498800;395900;16.5;1.9;3.5;2.7;2.1;4.3
"1750";2015;4363;0.117579647031859;0.0220032088012835;0.0206280082512033;0.0969516387806555;0.099702039880816;0.024982809993124;0.00504240201696081;276000;528000;413000;44.9;5.3;6.9;7.1;5.7;12.1
"1751";2015;5081;0.124188151938595;0.0234205864987207;0.0228301515449715;0.101358000393623;0.0858098799448927;0.0307026175949616;0.00629797283999213;269400;485100;379200;42.3;4.1;6.7;10.6;5.3;9.8
"1756";2015;6770;0.11506646971935;0.0190546528803545;0.0236336779911374;0.0914327917282127;0.0862629246676514;0.0264401772525849;0.00989660265878877;245400;494600;390900;25;3;2.7;4.3;2.7;4.4
"1804";2015;50185;0.13796951280263;0.0193484108797449;0.0200856829729999;0.11788382982963;0.108020324798246;0.02540599780811;0.00775132011557238;273200;551900;434700;64.3;8.7;16.3;6.9;7.4;8.3
